@RELATION "twomoonssmall"

@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE class NUMERIC

@DATA
0.478763,0.751575,-1
0.649655,0.269212,1
0.407162,0.782603,-1
0.11688,0.527403,1
0.422068,0.661591,-1
0.835263,0.512256,-1
0.567486,0.484043,1
0.374058,0.604879,-1
0.636935,0.897399,-1
0.850105,0.475348,-1
0.364155,0.243008,1
0.327462,0.791381,-1
0.197837,0.267123,1
0.143921,0.388814,1
0.523015,0.370149,1
0.629914,0.847338,-1
0.617382,0.772179,-1
0.720491,0.735707,-1
0.624123,0.428689,1
0.353769,0.457781,-1
0.40233,0.590302,-1
0.267792,0.223147,1
0.347321,0.281798,1
0.514014,0.24719,1
0.497871,0.731662,-1
0.472972,0.781943,-1
0.551514,0.83913,-1
0.588291,0.829703,-1
0.659279,0.808744,-1
0.599258,0.382093,1
0.360973,0.18736,1
0.809965,0.640724,-1
0.515675,0.274687,1
0.482627,0.296703,1
0.551494,0.852295,-1
0.553802,0.855127,-1
0.867253,0.685656,-1
0.65529,0.429388,1
0.619451,0.766093,-1
0.582438,0.218617,1
0.385888,0.559942,-1
0.829361,0.563809,-1
0.798295,0.53169,-1
0.448399,0.774639,-1
0.336991,0.161887,1
0.61121,0.802105,-1
0.777155,0.537801,-1
0.389785,0.725218,-1
0.540033,0.739785,-1
0.166134,0.351874,1
0.614061,0.405638,1
0.79949,0.9,-1
0.568827,0.449845,1
0.711866,0.717989,-1
0.51109,0.84734,-1
0.1,0.40079,1
0.505175,0.26257,1
0.475129,0.232502,1
0.800753,0.749161,-1
0.417231,0.139906,1
0.9,0.788836,-1
0.573851,0.770212,-1
0.35717,0.448467,-1
0.399707,0.158106,1
0.27345,0.243048,1
0.176961,0.268697,1
0.595728,0.81875,-1
0.636545,0.295982,1
0.373994,0.539409,-1
0.387649,0.726408,-1
0.440901,0.170418,1
0.403863,0.756811,-1
0.41864,0.630526,-1
0.16773,0.323379,1
0.494958,0.788027,-1
0.673822,0.716674,-1
0.459324,0.669264,-1
0.165836,0.358773,1
0.64624,0.422944,1
0.57595,0.33948,1
0.127613,0.431373,1
0.149017,0.362802,1
0.27134,0.234269,1
0.555635,0.439458,1
0.446,0.242891,1
0.565127,0.409521,1
0.883328,0.662897,-1
0.639405,0.849107,-1
0.411619,0.572253,-1
0.288607,0.161466,1
0.574244,0.251,1
0.771626,0.777575,-1
0.72606,0.808999,-1
0.395974,0.280961,1
0.608531,0.388323,1
0.514281,0.374852,1
0.661932,0.869521,-1
0.577005,0.773311,-1
0.578216,0.895467,-1
0.600564,0.817285,-1
0.521827,0.432973,1
0.643243,0.445161,1
0.480912,0.211703,1
0.507042,0.86458,-1
0.644217,0.694249,-1
0.137857,0.502084,1
0.791957,0.695112,-1
0.851957,0.547565,-1
0.401676,0.161393,1
0.83176,0.66683,-1
0.157602,0.417015,1
0.382792,0.222975,1
0.775769,0.586817,-1
0.287981,0.208909,1
0.257113,0.23653,1
0.443811,0.586362,-1
0.769516,0.682593,-1
0.609806,0.567748,1
0.542472,0.860913,-1
0.37856,0.537671,-1
0.590867,0.275881,1
0.889778,0.549738,-1
0.349102,0.489027,-1
0.557817,0.387987,1
0.405192,0.193198,1
0.792479,0.723945,-1
0.781606,0.627848,-1
0.508409,0.764655,-1
0.245602,0.262113,1
0.344497,0.254503,1
0.164765,0.29337,1
0.238435,0.199738,1
0.229277,0.170162,1
0.753306,0.801484,-1
0.782023,0.655573,-1
0.696419,0.840903,-1
0.131528,0.467989,1
0.162023,0.368398,1
0.437022,0.183883,1
0.355986,0.245071,1
0.634214,0.455686,1
0.193229,0.210005,1
0.473232,0.767947,-1
0.463388,0.716377,-1
0.796755,0.596108,-1
0.491119,0.801618,-1
0.13307,0.598124,1
0.138612,0.459798,1
0.385083,0.697945,-1
0.552422,0.229523,1
0.240262,0.251419,1
0.529835,0.282651,1
0.757927,0.719078,-1
0.65981,0.836406,-1
0.7363,0.782313,-1
0.3368,0.205204,1
0.571056,0.26304,1
0.790839,0.580448,-1
0.336992,0.543361,-1
0.315283,0.590338,-1
0.399214,0.13912,1
0.738954,0.755307,-1
0.161836,0.492644,1
0.221597,0.26739,1
0.234879,0.233384,1
0.812403,0.808413,-1
0.155637,0.414144,1
0.659477,0.793166,-1
0.69274,0.788133,-1
0.568376,0.28508,1
0.134295,0.476547,1
0.816666,0.64181,-1
0.477833,0.259257,1
0.416901,0.61961,-1
0.349809,0.180729,1
0.283802,0.172368,1
0.215757,0.263128,1
0.858752,0.597082,-1
0.487944,0.639885,-1
0.345215,0.19151,1
